,Card Name,Set #,Set,Stamp,Condition,Lang,Notes
4/5/6 Binder,Darkness Energy,99,Rising Rivals,,,,
4/5/6 Binder,Metal Energy,100,Rising Rivals,,,,
4/5/6 Binder,SP Energy,101,Rising Rivals,,,,
4/5/6 Binder,Upper Energy,102,Rising Rivals,,,,
4/5/6 Binder,Flying Pikachu,113,Rising Rivals,,,,
4/5/6 Binder,Surfing Pikachu,114,Rising Rivals,,,,
4/5/6 Binder,Kecleon,67,Rising Rivals,,,,
4/5/6 Binder,Gliscor E4,62,Rising Rivals,,,,
4/5/6 Binder,Whiscash E4,54,Rising Rivals,,,,
4/5/6 Binder,Houndoom E4,65,Rising Rivals,,,,
4/5/6 Binder,Nuzleaf,75,Rising Rivals,,,,
4/5/6 Binder,Seedot,78,Rising Rivals,,,,
4/5/6 Binder,Trapinch,84,Rising Rivals,,,,
4/5/6 Binder,Ivysaur,62,Supreme Victors,,,,
4/5/6 Binder,Turtwig,131,Supreme Victors,,,,
4/5/6 Binder,Cherubi,96,Supreme Victors,,,,
4/5/6 Binder,Growlithe,108,Supreme Victors,,,,
4/5/6 Binder,Mudkip,116,Supreme Victors,,,,
4/5/6 Binder,Marshtomp,67,Supreme Victors,,,,
4/5/6 Binder,Corphish,100,Supreme Victors,,,,
4/5/6 Binder,Buizel,92,Supreme Victors,,,,
4/5/6 Binder,Floatzel,58,Supreme Victors,,,,
4/5/6 Binder,Pachirisu,118,Supreme Victors,,,,
4/5/6 Binder,Zubat,133,Supreme Victors,,,,
4/5/6 Binder,Mime Jr.,115,Supreme Victors,,,,
4/5/6 Binder,Chingling,98,Supreme Victors,,,,
4/5/6 Binder,Skorupi,128,Supreme Victors,,,,
4/5/6 Binder,Geodude,105,Supreme Victors,,,,
4/5/6 Binder,Relicanth,79,Supreme Victors,,,,
4/5/6 Binder,Whismur,132,Supreme Victors,,,,
4/5/6 Binder,Chatot G,54,Supreme Victors,,,,
4/5/6 Binder,Rayquaza C,8,Supreme Victors,RH,,,
4/5/6 Binder,Cynthia's Guidance,136,Supreme Victors,,,,
4/5/6 Binder,Cyrus's Initiative,137,Supreme Victors,,,,
4/5/6 Binder,Moltres,149,Supreme Victors,,Scuffed holofoil (PSA 6 tops),,
4/5/6 Binder,Chikorita,59,HeartGold and SoulSilver,,,,
4/5/6 Binder,Bayleef,35,HeartGold and SoulSilver,,,,
4/5/6 Binder,Ledyba,71,HeartGold and SoulSilver,,,,
4/5/6 Binder,Ledian,25,HeartGold and SoulSilver,,,,
4/5/6 Binder,Hoppip,67,HeartGold and SoulSilver,,,,
4/5/6 Binder,Skiploom,51,HeartGold and SoulSilver,,,,
4/5/6 Binder,Sunkern,85,HeartGold and SoulSilver,,,,
4/5/6 Binder,Vulpix,87,HeartGold and SoulSilver,,,,
4/5/6 Binder,Growlithe,65,HeartGold and SoulSilver,,,,
4/5/6 Binder,Cyndaquil,61,HeartGold and SoulSilver,,,,
4/5/6 Binder,Slowpoke,81,HeartGold and SoulSilver,,,,
4/5/6 Binder,Slowbro,52,HeartGold and SoulSilver,,,,
4/5/6 Binder,Staryu,84,HeartGold and SoulSilver,,,,
4/5/6 Binder,Starmie,53,HeartGold and SoulSilver,,,,
4/5/6 Binder,Magikarp,72,HeartGold and SoulSilver,,,,
4/5/6 Binder,Totodile,86,HeartGold and SoulSilver,,,,
4/5/6 Binder,Croconaw,38,HeartGold and SoulSilver,,,,
4/5/6 Binder,Feraligatr,108,HeartGold and SoulSilver,,,,
4/5/6 Binder,Marill,74,HeartGold and SoulSilver,,,,
4/5/6 Binder,Corsola,37,HeartGold and SoulSilver,,,,
4/5/6 Binder,Mantine,45,HeartGold and SoulSilver,,,,
4/5/6 Binder,Pikachu,78,HeartGold and SoulSilver,,,,
4/5/6 Binder,Exeggcute,63,HeartGold and SoulSilver,,,,
4/5/6 Binder,Exeggutor,18,HeartGold and SoulSilver,,,,
4/5/6 Binder,Jynx,69,HeartGold and SoulSilver,,,,
4/5/6 Binder,Wobbuffet,13,HeartGold and SoulSilver,,,,
4/5/6 Binder,Sandshrew,79,HeartGold and SoulSilver,,,,
4/5/6 Binder,Sandslash,29,HeartGold and SoulSilver,,,,
4/5/6 Binder,Phanpy,77,HeartGold and SoulSilver,,,,
4/5/6 Binder,Donphan,40,HeartGold and SoulSilver,,,,
4/5/6 Binder,Donphan,107,HeartGold and SoulSilver,,,,
4/5/6 Binder,Clefairy,60,HeartGold and SoulSilver,,,,
4/5/6 Binder,Clefable,3,HeartGold and SoulSilver,,,,
4/5/6 Binder,Meowth,75,HeartGold and SoulSilver,,,,
4/5/6 Binder,Chansey,58,HeartGold and SoulSilver,,,,
4/5/6 Binder,Blissey,36,HeartGold and SoulSilver,,,,
4/5/6 Binder,Hoothoot,66,HeartGold and SoulSilver,,,,
4/5/6 Binder,Girafarig,64,HeartGold and SoulSilver,,,,
4/5/6 Binder,Dunsparce,41,HeartGold and SoulSilver,,,,
4/5/6 Binder,Moomoo Milk,94,HeartGold and SoulSilver,,,,
4/5/6 Binder,Poké Ball,95,HeartGold and SoulSilver,,,,
4/5/6 Binder,Switch,102,HeartGold and SoulSilver,,,,
4/5/6 Binder,Bill,89,HeartGold and SoulSilver,,,,
4/5/6 Binder,Copycat,90,HeartGold and SoulSilver,,,,
4/5/6 Binder,Double Colorless Energy,103,HeartGold and SoulSilver,,,,
4/5/6 Binder,Grass Energy,115,HeartGold and SoulSilver,,,,
4/5/6 Binder,Water Energy,117,HeartGold and SoulSilver,,,,
4/5/6 Binder,Horsea,49,Unleashed,,,,
4/5/6 Binder,Tauros,41,Unleashed,,,,
4/5/6 Binder,Life Herb,79,Unleashed,,,,
4/5/6 Binder,Cheerleader's Cheer,71,Unleashed,,,,
4/5/6 Binder,Oddish,60,Undaunted,,,,
4/5/6 Binder,Gloom,27,Undaunted,,,,
4/5/6 Binder,Scyther,36,Undaunted,,,,
4/5/6 Binder,Pineco,62,Undaunted,,,,
4/5/6 Binder,Slugma,67,Undaunted,,,,
4/5/6 Binder,Magcargo,6,Undaunted,,,,
4/5/6 Binder,Slowpoke,66,Undaunted,,,,
4/5/6 Binder,Slowbro,38,Undaunted,,,,
4/5/6 Binder,Hitmonlee,52,Undaunted,,,,
4/5/6 Binder,Hitmonchan,51,Undaunted,,,,
4/5/6 Binder,Murkrow,58,Undaunted,,,,
4/5/6 Binder,Houndour,53,Undaunted,,,,
4/5/6 Binder,Sableye,35,Undaunted,,,,
4/5/6 Binder,Stunky,69,Undaunted,,,,
4/5/6 Binder,Skuntank,37,Undaunted,,,,
4/5/6 Binder,Forretress,13,Undaunted,,,,
4/5/6 Binder,Skarmory,21,Undaunted,,,,
4/5/6 Binder,Mawile,56,Undaunted,,,,
4/5/6 Binder,Aron,42,Undaunted,,,,
4/5/6 Binder,Beldum,43,Undaunted,,,,
4/5/6 Binder,Metang,30,Undaunted,,,,
4/5/6 Binder,Rattata,64,Undaunted,,,,
4/5/6 Binder,Doduo,45,Undaunted,,,,
4/5/6 Binder,Dodrio,11,Undaunted,,,,
4/5/6 Binder,Eevee,47,Undaunted,,,,
4/5/6 Binder,Togepi,70,Undaunted,,,,
4/5/6 Binder,Togetic,39,Undaunted,,,,
4/5/6 Binder,Flower Shop Lady,74,Undaunted,,,,
4/5/6 Binder,Sage's Training,77,Undaunted,,,,
4/5/6 Binder,Ruins of Alph,76,Undaunted,,,,
4/5/6 Binder,Venonat,81,Triumphant,,,,
4/5/6 Binder,Magmar,42,Triumphant,,,,
4/5/6 Binder,Magnemite,68,Triumphant,,,,
4/5/6 Binder,Voltorb,83,Triumphant,,,,
4/5/6 Binder,Elekid,21,Triumphant,,,,
4/5/6 Binder,Nidoran Female,69,Triumphant,,,,
4/5/6 Binder,Nidoran Male,70,Triumphant,,,,
4/5/6 Binder,Haunter,35,Triumphant,,,,
4/5/6 Binder,Bronzor,58,Triumphant,,,,
4/5/6 Binder,Bronzong,15,Triumphant,,,,
4/5/6 Binder,Porygon,73,Triumphant,,,,
4/5/6 Binder,Dratini,62,Triumphant,,,,
4/5/6 Binder,Twins,89,Triumphant,,,,
4/5/6 Binder,Tangela,72,Call of Legends,,,,
4/5/6 Binder,Chikorita,53,Call of Legends,,,,
4/5/6 Binder,Vulpix,75,Call of Legends,,,,
4/5/6 Binder,Magby,46,Call of Legends,,,,
4/5/6 Binder,Cyndaquil,55,Call of Legends,,,,
4/5/6 Binder,Totodile,74,Call of Legends,,,,
4/5/6 Binder,Koffing,60,Call of Legends,,,,
4/5/6 Binder,Seviper,51,Call of Legends,,,,
4/5/6 Binder,Phanpy,66,Call of Legends,,,,
4/5/6 Binder,Mawile,64,Call of Legends,,,,
4/5/6 Binder,Clefairy,54,Call of Legends,,,,
4/5/6 Binder,Snubbull,71,Call of Legends,,,,
4/5/6 Binder,Zangoose,39,Call of Legends,,,,
4/5/6 Binder,Lost World,81,Call of Legends,,,,
4/5/6 Binder,Sewaddle,4,Emerging Powers,,,,
4/5/6 Binder,Cottonee,10,Emerging Powers,,,,
4/5/6 Binder,Whimsicott,11,Emerging Powers,,,,
4/5/6 Binder,Petilil,13,Emerging Powers,,,,
4/5/6 Binder,Basculin,24,Emerging Powers,,,,
4/5/6 Binder,Ducklett,26,Emerging Powers,,,,
4/5/6 Binder,Joltik,33,Emerging Powers,,,,
4/5/6 Binder,Woobat,36,Emerging Powers,,,,
4/5/6 Binder,Swoobat,37,Emerging Powers,,,,
4/5/6 Binder,Hoppip,1,Dragons Exalted,,,,
4/5/6 Binder,Skiploom,2,Dragons Exalted,,,,
4/5/6 Binder,Yanma,4,Dragons Exalted,,,,
4/5/6 Binder,Yanmega,5,Dragons Exalted,,,,
4/5/6 Binder,Wurmple,6,Dragons Exalted,RH,,,
4/5/6 Binder,Foongus,17,Dragons Exalted,,,,
4/5/6 Binder,Vulpix,18,Dragons Exalted,RH,,,
4/5/6 Binder,Magikarp,23,Dragons Exalted,,,,
4/5/6 Binder,Mareep,38,Dragons Exalted,,,,
4/5/6 Binder,Emolga,45,Dragons Exalted,,,,
4/5/6 Binder,Trubbish,53,Dragons Exalted,,,,
4/5/6 Binder,Cubone,60,Dragons Exalted,,,,
4/5/6 Binder,Baltoy,63,Dragons Exalted,,,,
4/5/6 Binder,Claydol,64,Dragons Exalted,RH,,,
4/5/6 Binder,Stunky,76,Dragons Exalted,,,,
4/5/6 Binder,Durant,83,Dragons Exalted,,,,
4/5/6 Binder,Rayquaza-EX,85,Dragons Exalted,,,,
4/5/6 Binder,Gible,86,Dragons Exalted,,,,
4/5/6 Binder,Gible,87,Dragons Exalted,,,,
4/5/6 Binder,Gabite,88,Dragons Exalted,,,,
4/5/6 Binder,Gabite,89,Dragons Exalted,,,,
4/5/6 Binder,Garchomp,91,Dragons Exalted,,,,
4/5/6 Binder,Deino,93,Dragons Exalted,,,,
4/5/6 Binder,Deino,94,Dragons Exalted,RH,,,
4/5/6 Binder,Slakoth,101,Dragons Exalted,,,,
4/5/6 Binder,Vigoroth,102,Dragons Exalted,,,,
4/5/6 Binder,Slaking,103,Dragons Exalted,,,,
4/5/6 Binder,Swablu,105,Dragons Exalted,RH,,,
4/5/6 Binder,Bidoof,106,Dragons Exalted,,,,
4/5/6 Binder,Minccino,109,Dragons Exalted,,,,
4/5/6 Binder,Oddish,1,Boundaries Crossed,,,,
4/5/6 Binder,Tepig,24,Boundaries Crossed,,,,
4/5/6 Binder,Squirtle,29,Boundaries Crossed,,,,
4/5/6 Binder,Delibird,38,Boundaries Crossed,,,,
4/5/6 Binder,Ducklett,42,Boundaries Crossed,,,,
4/5/6 Binder,Swanna,43,Boundaries Crossed,,,,
4/5/6 Binder,Pikachu,50,Boundaries Crossed,,,,
4/5/6 Binder,Electabuzz,53,Boundaries Crossed,,,,
4/5/6 Binder,Spoink,59,Boundaries Crossed,,,,
4/5/6 Binder,Sandshrew,78,Boundaries Crossed,,,,
4/5/6 Binder,Makuhita,82,Boundaries Crossed,,,,
4/5/6 Binder,Mienfoo,86,Boundaries Crossed,,,,
4/5/6 Binder,Rattata,104,Boundaries Crossed,,,,
4/5/6 Binder,Farfetch'd,107,Boundaries Crossed,,,,
4/5/6 Binder,Dunsparce,111,Boundaries Crossed,RH,,,
4/5/6 Binder,Skitty,113,Boundaries Crossed,,,,
4/5/6 Binder,Delcatty,114,Boundaries Crossed,,,,
4/5/6 Binder,Skyla,134,Boundaries Crossed,,,,
4/5/6 Binder,Weedle,3,XY,RH,,RU,
4/5/6 Binder,Ledyba,6,XY,,,,
4/5/6 Binder,Ledian,7,XY,RH,,RU,
4/5/6 Binder,Pansage,10,XY,,,RU,
4/5/6 Binder,Chespin,12,XY,,,,
4/5/6 Binder,Quilladin,13,XY,,,RU,
4/5/6 Binder,Scatterbug,15,XY,,,RU,
4/5/6 Binder,Spewpa,16,XY,,,RU,
4/5/6 Binder,Vivillon,17,XY,,,,
4/5/6 Binder,Skiddo,18,XY,,,RU,
4/5/6 Binder,Slugma,20,XY,,,RU,
4/5/6 Binder,Fennekin,24,XY,,,RU,
4/5/6 Binder,Staryu,33,XY,,,,
4/5/6 Binder,Starmie,34,XY,,,RU,
4/5/6 Binder,Panpour,37,XY,,,RU,
4/5/6 Binder,Frogadier,40,XY,,,RU,
4/5/6 Binder,Pikachu,42,XY,RH,,RU,
4/5/6 Binder,Raichu,43,XY,,,,
4/5/6 Binder,Voltorb,44,XY,,,RU,
4/5/6 Binder,Ekans,47,XY,,,RU,
4/5/6 Binder,Spoink,49,XY,,,RU,
4/5/6 Binder,Phantump,54,XY,,,RU,
4/5/6 Binder,Rhyhorn,60,XY,,,RU,
4/5/6 Binder,Lunatone,63,XY,,,RU,
4/5/6 Binder,Solrock,64,XY,RH,,RU,
4/5/6 Binder,Timburr,65,XY,,,RU,
4/5/6 Binder,Inkay,75,XY,,,RU,
4/5/6 Binder,Yveltal,78,XY,,,,
4/5/6 Binder,Sableye,68,XY,RH,,RU,
4/5/6 Binder,Sableye,68,XY,,,RU,
4/5/6 Binder,Yveltal,78,XY,,,RU,
4/5/6 Binder,Pawniard,81,XY,,,RU,
4/5/6 Binder,Honedge,83,XY,,,RU,
4/5/6 Binder,Aegislash,85,XY,,,RU,
4/5/6 Binder,Mr. Mime,91,XY,,,RU,
4/5/6 Binder,Swirlix,94,XY,,,RU,
4/5/6 Binder,Slurpuff,95,XY,,,RU,
4/5/6 Binder,Doduo,98,XY,,,,
4/5/6 Binder,Dodrio,99,XY,,,RU,
4/5/6 Binder,Taillow,102,XY,,,,
4/5/6 Binder,Swellow,103,XY,RH,,RU,
4/5/6 Binder,Skitty,104,XY,,,RU,
4/5/6 Binder,Delcatty,105,XY,,,,
4/5/6 Binder,Bibarel,107,XY,RH,,RU,
4/5/6 Binder,Stoutland,110,XY,,,RU,
4/5/6 Binder,Bunnelby,111,XY,,,,
4/5/6 Binder,Diggersby,112,XY,,,RU,
4/5/6 Binder,Furfrou,114,XY,,,RU,
4/5/6 Binder,Evosoda,116,XY,,,RU,
4/5/6 Binder,Hard Charm,119,XY,,,RU,
4/5/6 Binder,Max Revive,120,XY,,,RU,
4/5/6 Binder,Professor Sycamore,122,XY,,,RU,
4/5/6 Binder,Professor's Letter,123,XY,,,RU,
4/5/6 Binder,Super Potion,128,XY,,,RU,
4/5/6 Binder,Double Colorless Energy,130,XY,,,RU,
4/5/6 Binder,Grass Energy,132,XY,,,RU,
4/5/6 Binder,Water Energy,134,XY,,,RU,
4/5/6 Binder,Lightning Energy,135,XY,,,RU,
4/5/6 Binder,Metal Energy,139,XY,,,RU,
4/5/6 Binder,Fairy Energy,140,XY,,,RU,
4/5/6 Binder,Pikachu,42,XY,Holofoil,,RU,
4/5/6 Binder,Pikachu,42,XY,,,RU,
4/5/6 Binder,Poliwag,15,Furious Fists,,,,
4/5/6 Binder,Poliwhirl,16,Furious Fists,,,,
4/5/6 Binder,Poliwrath,17,Furious Fists,RH,,,
4/5/6 Binder,Politoed,18,Furious Fists,,,,
4/5/6 Binder,Glaceon,19,Furious Fists,RH,,,
4/5/6 Binder,Amaura,25,Furious Fists,,,,
4/5/6 Binder,Aurorus,26,Furious Fists,,,,
4/5/6 Binder,Clauncher,23,Furious Fists,,,,
4/5/6 Binder,Clawitzer,24,Furious Fists,,,,
4/5/6 Binder,Drowzee,35,Furious Fists,,,,
4/5/6 Binder,Hypno,36,Furious Fists,,,,
4/5/6 Binder,Skorupi,38,Furious Fists,,,,
4/5/6 Binder,Machop,44,Furious Fists,,,,
4/5/6 Binder,Hitmontop,49,Furious Fists,,,,
4/5/6 Binder,Eevee,80,Furious Fists,,,,
4/5/6 Binder,Korrina,95,Furious Fists,,,,
4/5/6 Binder,Sail Fossil,98,Furious Fists,,,,
4/5/6 Binder,Sparkling Robe,99,Furious Fists,,,,
4/5/6 Binder,Treecko,6,Primal Clash,,,,
4/5/6 Binder,Grovyle,7,Primal Clash,,,,
4/5/6 Binder,Sceptile,8,Primal Clash,,,,
4/5/6 Binder,Teammates,160,Primal Clash,,,,
4/5/6 Binder,Brigette,161,BREAKthrough,,,,
4/5/6 Binder,Chikorita,1,BREAKpoint,,,,
4/5/6 Binder,Bayleef,2,BREAKpoint,,,,
4/5/6 Binder,Seedot,4,BREAKpoint,,,,
4/5/6 Binder,Durant,9,BREAKpoint,,,,
4/5/6 Binder,Shellder,23,BREAKpoint,,,,
4/5/6 Binder,Corsola,29,BREAKpoint,,,,
4/5/6 Binder,Tympole,33,BREAKpoint,,,,
4/5/6 Binder,Ducklett,36,BREAKpoint,,,,
4/5/6 Binder,Swanna,37,BREAKpoint,,,,
4/5/6 Binder,Electivire,43,BREAKpoint,,,,
4/5/6 Binder,Trubbish,56,BREAKpoint,,,,
4/5/6 Binder,Garbodor,57,BREAKpoint,,,,
4/5/6 Binder,Espurr,58,BREAKpoint,,,,
4/5/6 Binder,Honedge,60,BREAKpoint,,,,
4/5/6 Binder,Doublade,61,BREAKpoint,,,,
4/5/6 Binder,Aegislash,62,BREAKpoint,RH,,,
4/5/6 Binder,Phantump,64,BREAKpoint,,,,
4/5/6 Binder,Gible,68,BREAKpoint,,,,
4/5/6 Binder,Ferroseed,79,BREAKpoint,,,,
4/5/6 Binder,Spritzee,84,BREAKpoint,,,,
4/5/6 Binder,Dunsparce,90,BREAKpoint,,,,
4/5/6 Binder,Stantler,91,BREAKpoint,,,,
4/5/6 Binder,Glameow,93,BREAKpoint,,,,
4/5/6 Binder,Purugly,94,BREAKpoint,,,,
4/5/6 Binder,Furfrou,95,BREAKpoint,,,,
4/5/6 Binder,Great Ball,100,BREAKpoint,,,,
4/5/6 Binder,Max Potion,103,BREAKpoint,,,,
4/5/6 Binder,Misty's Determination,104,BREAKpoint,,,,
4/5/6 Binder,Professor Sycamore,107,BREAKpoint,,,,
4/5/6 Binder,Tierno,112,BREAKpoint,,,,
4/5/6 Binder,Shuckle,1,Fates Collide,,,,
4/5/6 Binder,Snivy,5,Fates Collide,,,,
4/5/6 Binder,Binacle,22,Fates Collide,,,,
4/5/6 Binder,Rotom,24,Fates Collide,RH,,,
4/5/6 Binder,Weezing,28,Fates Collide,,,,
4/5/6 Binder,Gothita,32,Fates Collide,,,,
4/5/6 Binder,Solosis,33,Fates Collide,,,,
4/5/6 Binder,Hawlucha,48,Fates Collide,,,,
4/5/6 Binder,Cottonee,70,Fates Collide,,,,
4/5/6 Binder,Meowth,74,Fates Collide,,,,
4/5/6 Binder,Snorlax,77,Fates Collide,RH,,,
4/5/6 Binder,Lugia,78,Fates Collide,,,,
4/5/6 Binder,Whismur,80,Fates Collide,,,,
4/5/6 Binder,Minccino,86,Fates Collide,,,,
4/5/6 Binder,Chaos Tower,94,Fates Collide,,,,
4/5/6 Binder,Fairy Garden,100,Fates Collide,,,,
4/5/6 Binder,Shauna,111,Fates Collide,,,,
4/5/6 Binder,Double Colorless Energy,114,Fates Collide,,,,
4/5/6 Binder,Tangela,1,Steam Siege,,,,
4/5/6 Binder,Nuzleaf,10,Steam Siege,,,,
4/5/6 Binder,Foongus,12,Steam Siege,,,,
4/5/6 Binder,Ponyta,16,Steam Siege,,,,
4/5/6 Binder,Rapidash,17,Steam Siege,,,,
4/5/6 Binder,Mantine,27,Steam Siege,,,,
4/5/6 Binder,Shellos,28,Steam Siege,,,,
4/5/6 Binder,Oshawott,30,Steam Siege,,,,
4/5/6 Binder,Clauncher,33,Steam Siege,,,,
4/5/6 Binder,Clawitzer,34,Steam Siege,,,,
4/5/6 Binder,Clawitzer BREAK,35,Steam Siege,,,,
4/5/6 Binder,Joltik,41,Steam Siege,,,,
4/5/6 Binder,Nidorino,44,Steam Siege,,,,
4/5/6 Binder,Spiritomb,62,Steam Siege,RH,,,
4/5/6 Binder,Pawniard,63,Steam Siege,,,,
4/5/6 Binder,Klink,71,Steam Siege,,,,
4/5/6 Binder,Cobalion,74,Steam Siege,,,,
4/5/6 Binder,Aipom,90,Steam Siege,,,,
4/5/6 Binder,Ambipom,91,Steam Siege,,,,
4/5/6 Binder,Rufflet,92,Steam Siege,RH,,,
4/5/6 Binder,Braviary,93,Steam Siege,,,,
4/5/6 Binder,Captivating Poké Puff,99,Steam Siege,,,,
4/5/6 Binder,Pokémon Ranger,104,Steam Siege,,,,
4/5/6 Binder,Steelix Spirit Link,106,Steam Siege,,,,
4/5/6 Binder,Paras,6,Generations,,,,
4/5/6 Binder,Parasect,7,Generations,,,,
4/5/6 Binder,Tangela,8,Generations,,,,
4/5/6 Binder,Shellder,19,Generations,,,,
4/5/6 Binder,Cloyster,20,Generations,,,,
4/5/6 Binder,Krabby,21,Generations,,,,
4/5/6 Binder,Magikarp,22,Generations,,,,
4/5/6 Binder,Gyarados,23,Generations,,,,
4/5/6 Binder,Pikachu,26,Generations,,,,
4/5/6 Binder,Raichu,27,Generations,,,,
4/5/6 Binder,Haunter,34,Generations,,,,
4/5/6 Binder,Diglett,38,Generations,,,,
4/5/6 Binder,Machop,40,Generations,,,,
4/5/6 Binder,Machoke,41,Generations,,,,
4/5/6 Binder,Machamp,42,Generations,,,,
4/5/6 Binder,Geodude,43,Generations,,,,
4/5/6 Binder,Hitmonlee,47,Generations,,,,
4/5/6 Binder,Hitmonchan,48,Generations,,,,
4/5/6 Binder,Rhyhorn,49,Generations,,,,
4/5/6 Binder,Clefairy,50,Generations,,,,
4/5/6 Binder,Clefable,51,Generations,,,,
4/5/6 Binder,Meowth,53,Generations,RH,,,
4/5/6 Binder,Persian,54,Generations,,,,
4/5/6 Binder,Doduo,55,Generations,,,,
4/5/6 Binder,Dodrio,56,Generations,,,,
4/5/6 Binder,Crushing Hammer,60,Generations,,,,
4/5/6 Binder,Imakuni?,63,Generations,,,,
4/5/6 Binder,Maintenance,64,Generations,RH,,,
4/5/6 Binder,Max Revive,65,Generations,,,,
4/5/6 Binder,Pokémon Center Lady,68,Generations,,,,
4/5/6 Binder,Red Card,71,Generations,,,,
4/5/6 Binder,Grass Energy,75,Generations,,,,
4/5/6 Binder,Fire Energy,76,Generations,,,,
4/5/6 Binder,Fairy Energy,83,Generations,,,,
4/5/6 Binder,Shroomish,RC2,Generations,,,,
4/5/6 Binder,Charmander,RC3,Generations,,,,
4/5/6 Binder,Flareon-EX,RC6,Generations,,,,
4/5/6 Binder,Snorunt,RC7,Generations,,,,
4/5/6 Binder,Froslass,RC8,Generations,,,,
4/5/6 Binder,Gulpin,RC12,Generations,,,,
4/5/6 Binder,Jirachi,RC13,Generations,,,,
4/5/6 Binder,Sylveon-EX,RC21,Generations,,,,
4/5/6 Binder,Fletchling,RC25,Generations,,,,
4/5/6 Binder,Floral Crown,RC26,Generations,,,,
4/5/6 Binder,Wally,RC27,Generations,,,,
4/5/6 Binder,Gardevoir-EX,RC30,Generations,,,,
4/5/6 Binder,M Gardevoir-EX,RC31,Generations,,,,
4/5/6 Binder,Dialga,XY77,XY Promo,,,,
4/5/6 Binder,Celebi,XY111,XY Promo,,,,
4/5/6 Binder,Jirachi,XY112,XY Promo,,,,
4/5/6 Binder,Victini,XY117,XY Promo,,,,
4/5/6 Binder,Genesect,XY119,XY Promo,,,,
4/5/6 Binder,Charizard-EX,XY121,XY Promo,,,,
4/5/6 Binder,Pikachu,9,POP Series 6,,,,
4/5/6 Binder,Chimchar,14,POP Series 6,,,,
4/5/6 Binder,Meganium,HGSS08,HGSS Promo,,,,
EVO Binder,Venusaur-EX,1,Evolutions,,,,
EVO Binder,M Venusaur-EX,2,Evolutions,,,,
EVO Binder,Caterpie,3,Evolutions,,,,
EVO Binder,Metapod,4,Evolutions,,,,
EVO Binder,Weedle,5,Evolutions,,,,
EVO Binder,Kakuna,6,Evolutions,,,,
EVO Binder,Beedrill,7,Evolutions,,,,
EVO Binder,Tangela,8,Evolutions,,,,
EVO Binder,Charmander,9,Evolutions,,,,
EVO Binder,Charmeleon,10,Evolutions,,,,
EVO Binder,Charizard-EX,12,Evolutions,,,,
EVO Binder,Vulpix,14,Evolutions,,,,
EVO Binder,Ninetales,15,Evolutions,,,,
EVO Binder,Ninetales BREAK,16,Evolutions,,,,
EVO Binder,Growlithe,17,Evolutions,,,,
EVO Binder,Arcanine,18,Evolutions,,,,
EVO Binder,Ponyta,19,Evolutions,,,,
EVO Binder,Magmar,20,Evolutions,,,,
EVO Binder,Blastoise-EX,21,Evolutions,,,,
EVO Binder,Poliwag,23,Evolutions,,,,
EVO Binder,Poliwhirl,24,Evolutions,,,,
EVO Binder,Poliwrath,25,Evolutions,,,,
EVO Binder,Slowbro-EX,26,Evolutions,,,,
EVO Binder,M Slowbro-EX,27,Evolutions,,,,
EVO Binder,Seel,28,Evolutions,,,,
EVO Binder,Dewgong,29,Evolutions,,,,
EVO Binder,Staryu,30,Evolutions,,,,
EVO Binder,Starmie,31,Evolutions,,,,
EVO Binder,Starmie BREAK,32,Evolutions,,,,
EVO Binder,Magikarp,33,Evolutions,,,,
EVO Binder,Gyarados,34,Evolutions,,,,
EVO Binder,Pikachu,35,Evolutions,,,,
EVO Binder,Raichu,36,Evolutions,,,,
EVO Binder,Magnemite,37,Evolutions,,,,
EVO Binder,Magneton,38,Evolutions,,,,
EVO Binder,Voltorb,39,Evolutions,,,,
EVO Binder,Electrode,40,Evolutions,,,,
EVO Binder,Electabuzz,41,Evolutions,,,,
EVO Binder,Zapdos,42,Evolutions,,,,
EVO Binder,Nidoran Male,43,Evolutions,,,,
EVO Binder,Nidorino,44,Evolutions,,,,
EVO Binder,Nidoking BREAK,46,Evolutions,,,,
EVO Binder,Gastly,47,Evolutions,,,,
EVO Binder,Haunter,48,Evolutions,,,,
EVO Binder,Drowzee,49,Evolutions,,,,
EVO Binder,Koffing,50,Evolutions,,,,
EVO Binder,Mewtwo,51,Evolutions,,,,
EVO Binder,Mewtwo-EX,52,Evolutions,,,,
EVO Binder,Mew,53,Evolutions,,,,
EVO Binder,Sandshrew,54,Evolutions,,,,
EVO Binder,Diglett,55,Evolutions,,,,
EVO Binder,Dugtrio,56,Evolutions,,,,
EVO Binder,Machop,57,Evolutions,,,,
EVO Binder,Machoke,58,Evolutions,,,,
EVO Binder,Machamp,59,Evolutions,,,,
EVO Binder,Machamp BREAK,60,Evolutions,,,,
EVO Binder,Onix,61,Evolutions,,,,
EVO Binder,Hitmonchan,62,Evolutions,,,,
EVO Binder,Clefairy,63,Evolutions,,,,
EVO Binder,Pidgeot-EX,64,Evolutions,,,,
EVO Binder,Rattata,66,Evolutions,,,,
EVO Binder,Raticate,67,Evolutions,,,,
EVO Binder,Farfetch'd,68,Evolutions,,,,
EVO Binder,Doduo,69,Evolutions,,,,
EVO Binder,Chansey,70,Evolutions,,,,
EVO Binder,Porygon,71,Evolutions,,,,
EVO Binder,Dragonite-EX,72,Evolutions,,,,
EVO Binder,Brock's Grit,74,Evolutions,,,,
